time,student_id,dark_duration_min
2013-04-26 06:17:23,1,454.0
2013-04-26 16:46:38,1,130.0
2013-04-26 18:03:22,1,107.0
2013-04-26 21:39:48,1,107.0
2013-04-26 23:27:55,1,281.0
2013-04-27 05:16:31,1,520.0
2013-04-28 07:47:46,1,184.0
2013-04-28 19:34:02,1,184.0
2013-04-28 21:44:49,1,184.0
2013-04-28 22:45:31,1,184.0
2013-04-29 01:51:59,1,79.0
2013-04-29 03:13:39,1,85.0
2013-04-29 05:50:08,1,530.0
2013-04-29 06:15:33,1,530.0
2013-04-29 15:07:21,1,72.0
2013-04-29 16:48:42,1,243.0
2013-04-29 21:34:52,1,81.0
2013-04-29 23:52:06,1,126.0
2013-04-30 05:58:15,1,63.0
2013-04-30 17:29:55,1,63.0
2013-04-30 19:41:45,1,80.0
2013-04-30 23:16:45,1,372.0
2013-05-01 05:35:58,1,570.0
2013-05-01 15:07:37,1,68.0
2013-05-01 16:51:11,1,96.0
2013-05-01 18:56:11,1,273.0
2013-05-01 23:33:36,1,388.0
2013-05-02 06:02:22,1,412.0
2013-05-02 13:00:04,1,69.0
2013-05-02 17:34:47,1,171.0
2013-05-02 20:57:49,1,242.0
2013-05-03 01:00:03,1,150.0
2013-05-03 03:31:11,1,197.0
2013-05-03 06:49:03,1,419.0
2013-05-03 15:06:24,1,71.0
2013-05-03 16:37:10,1,105.0
2013-05-03 19:21:51,1,108.0
2013-05-04 13:19:06,1,85.0
2013-05-07 05:04:20,1,162.0
2013-05-08 00:04:18,1,162.0
2013-05-08 15:04:33,1,72.0
2013-05-08 16:49:33,1,99.0
2013-05-08 22:18:03,1,347.0
2013-05-09 17:03:57,1,160.0
2013-05-10 15:01:35,1,84.0
2013-05-10 19:06:25,1,145.0
2013-05-10 22:31:54,1,167.0
2013-05-11 18:20:19,1,178.0
2013-05-12 14:00:29,1,306.0
2013-05-12 19:43:30,1,530.0
2013-05-13 04:34:21,1,148.0
2013-05-13 07:02:42,1,591.0
2013-05-13 16:56:31,1,156.0
2013-05-13 19:43:03,1,86.0
2013-05-13 21:12:22,1,195.0
2013-05-14 00:27:42,1,293.0
2013-05-14 17:27:18,1,82.0
2013-05-14 20:25:38,1,316.0
2013-05-15 04:16:27,1,116.0
2013-05-15 06:12:59,1,462.0
2013-05-15 15:45:04,1,60.0
2013-05-15 18:10:55,1,176.0
2013-05-15 21:07:44,1,168.0
2013-05-15 23:58:40,1,83.0
2013-05-16 01:22:29,1,323.0
2013-05-16 06:45:47,1,572.0
2013-05-16 16:34:59,1,76.0
2013-05-16 17:51:21,1,104.0
2013-05-16 19:50:49,1,69.0
2013-05-16 23:00:32,1,359.0
2013-05-17 05:00:03,1,106.0
2013-05-17 17:06:29,1,271.0
2013-05-17 23:05:44,1,158.0
2013-05-18 14:59:11,1,331.0
2013-05-18 20:37:53,1,72.0
2013-05-18 23:28:47,1,90.0
2013-05-19 01:04:58,1,207.0
2013-05-19 16:53:13,1,97.0
2013-05-19 19:18:46,1,151.0
2013-05-19 22:32:44,1,240.0
2013-05-20 03:53:23,1,88.0
2013-05-21 19:05:28,1,127.0
2013-05-22 18:52:45,1,132.0
2013-05-22 21:23:44,1,339.0
2013-05-23 03:03:06,1,301.0
2013-05-23 08:05:12,1,555.0
2013-05-23 19:46:14,1,146.0
2013-05-23 22:22:21,1,315.0
2013-05-26 06:06:23,1,104.0
2013-05-26 07:51:11,1,497.0
2013-05-26 16:14:08,1,391.0
2013-05-26 23:03:33,1,225.0
2013-05-27 16:15:30,1,74.0
2013-05-27 18:35:42,1,104.0
2013-05-27 20:55:02,1,66.0
2013-05-27 23:15:44,1,65.0
2013-05-28 03:33:30,1,196.0
2013-05-28 23:57:08,1,141.0
