time,student_id,conv_duration_min
2013-04-05 04:53:35,1,6.0
2013-04-05 05:07:40,1,1.0
2013-04-05 05:40:55,1,1.0
2013-04-05 06:08:42,1,1.0
2013-04-05 12:18:20,1,1.0
2013-04-05 14:55:36,1,6.0
2013-04-05 15:05:40,1,1.0
2013-04-05 15:15:32,1,65.0
2013-04-05 17:01:03,1,4.0
2013-04-05 17:09:56,1,1.0
2013-04-05 17:27:50,1,3.0
2013-04-05 17:34:42,1,3.0
2013-04-05 17:49:25,1,1.0
2013-04-05 17:58:47,1,1.0
2013-04-05 18:03:59,1,0.0
2013-04-05 18:04:59,1,18.0
2013-04-05 18:26:59,1,16.0
2013-04-05 18:43:58,1,1.0
2013-04-05 18:48:49,1,4.0
2013-04-05 18:58:02,1,4.0
2013-04-05 19:07:05,1,6.0
2013-04-05 19:16:39,1,1.0
2013-04-05 19:21:40,1,1.0
2013-04-05 19:30:31,1,16.0
2013-04-05 19:51:30,1,36.0
2013-04-05 20:35:30,1,25.0
2013-04-05 21:04:33,1,24.0
2013-04-05 21:32:35,1,4.0
2013-04-05 21:40:48,1,16.0
2013-04-05 22:00:37,1,97.0
2013-04-05 23:42:19,1,5.0
2013-04-05 23:48:22,1,20.0
2013-04-06 00:12:53,1,29.0
2013-04-06 00:45:58,1,1.0
2013-04-06 00:52:10,1,5.0
2013-04-06 01:04:54,1,27.0
2013-04-06 01:26:41,1,25.0
2013-04-06 01:35:58,1,25.0
2013-04-06 02:09:15,1,21.0
2013-04-06 02:42:51,1,13.0
2013-04-06 02:59:58,1,15.0
2013-04-06 03:19:07,1,83.0
2013-04-06 04:46:20,1,23.0
2013-04-06 05:14:03,1,1.0
2013-04-06 05:19:04,1,7.0
2013-04-06 05:42:13,1,20.0
2013-04-06 06:06:13,1,6.0
2013-04-06 06:17:07,1,11.0
2013-04-06 06:36:04,1,6.0
2013-04-06 09:39:30,1,3.0
2013-04-06 18:11:15,1,3.0
2013-04-06 18:15:37,1,2.0
2013-04-06 18:33:31,1,9.0
2013-04-06 18:47:16,1,9.0
2013-04-06 18:57:31,1,1.0
2013-04-06 18:59:32,1,21.0
2013-04-06 19:48:07,1,1.0
2013-04-06 19:57:49,1,2.0
2013-04-06 20:04:11,1,88.0
2013-04-06 21:36:18,1,27.0
2013-04-06 22:03:43,1,2.0
2013-04-06 22:10:55,1,19.0
2013-04-06 22:30:45,1,8.0
2013-04-06 22:39:50,1,6.0
2013-04-06 22:49:53,1,17.0
2013-04-06 23:19:34,1,27.0
2013-04-06 23:50:18,1,33.0
2013-04-07 00:27:36,1,2.0
2013-04-07 00:33:27,1,9.0
2013-04-07 00:50:33,1,1.0
2013-04-07 00:52:03,1,1.0
2013-04-07 01:00:35,1,4.0
2013-04-07 01:08:38,1,5.0
2013-04-07 01:17:51,1,99.0
2013-04-07 03:02:02,1,3.0
2013-04-07 03:09:45,1,5.0
2013-04-07 03:18:38,1,7.0
2013-04-07 03:30:12,1,1.0
2013-04-07 03:42:34,1,3.0
2013-04-07 03:53:57,1,24.0
2013-04-07 04:29:50,1,19.0
2013-04-07 05:06:02,1,25.0
2013-04-07 05:42:56,1,1.0
2013-04-07 05:56:52,1,4.0
2013-04-07 06:09:08,1,4.0
2013-04-07 17:30:59,1,11.0
2013-04-07 17:43:06,1,9.0
2013-04-07 18:04:52,1,62.0
2013-04-07 19:10:54,1,1.0
2013-04-07 19:16:56,1,3.0
2013-04-07 19:28:08,1,0.0
2013-04-07 19:37:00,1,21.0
2013-04-07 20:02:01,1,14.0
2013-04-07 20:19:59,1,29.0
2013-04-07 21:13:07,1,3.0
2013-04-07 21:21:54,1,3.0
2013-04-07 21:32:01,1,86.0
2013-04-07 23:02:26,1,2.0
2013-04-07 23:08:27,1,4.0
2013-04-07 23:53:50,1,0.0
2013-04-08 00:06:42,1,48.0
2013-04-08 00:58:57,1,17.0
2013-04-08 01:20:37,1,23.0
2013-04-08 01:47:39,1,2.0
2013-04-08 02:05:42,1,19.0
2013-04-08 02:29:33,1,20.0
2013-04-08 02:54:34,1,23.0
2013-04-08 03:21:26,1,17.0
2013-04-08 03:39:04,1,15.0
2013-04-08 03:58:33,1,28.0
2013-04-08 04:30:37,1,9.0
2013-04-08 04:40:03,1,1.0
2013-04-08 04:45:04,1,20.0
2013-04-08 05:06:04,1,2.0
2013-04-08 05:20:47,1,5.0
2013-04-08 05:29:50,1,18.0
2013-04-08 05:49:00,1,13.0
2013-04-08 06:05:37,1,3.0
2013-04-08 06:17:00,1,5.0
2013-04-08 06:27:14,1,21.0
2013-04-08 06:49:02,1,10.0
2013-04-08 07:00:08,1,3.0
2013-04-08 07:07:40,1,10.0
2013-04-08 07:21:56,1,6.0
2013-04-08 07:37:01,1,3.0
2013-04-08 11:13:12,1,1.0
2013-04-08 15:10:41,1,8.0
2013-04-08 15:23:36,1,56.0
2013-04-08 16:36:40,1,16.0
2013-04-08 16:53:59,1,2.0
2013-04-08 17:00:51,1,5.0
2013-04-08 17:10:34,1,4.0
2013-04-08 17:18:26,1,32.0
2013-04-08 17:58:54,1,4.0
2013-04-08 18:11:48,1,16.0
2013-04-08 18:32:47,1,6.0
2013-04-08 18:46:32,1,2.0
2013-04-08 18:50:04,1,1.0
2013-04-08 18:54:44,1,3.0
2013-04-08 19:05:57,1,4.0
2013-04-08 19:15:00,1,3.0
2013-04-08 19:30:44,1,6.0
2013-04-08 19:40:47,1,5.0
2013-04-08 19:50:31,1,4.0
2013-04-08 20:02:44,1,1.0
2013-04-08 20:07:56,1,10.0
2013-04-08 20:45:55,1,3.0
2013-04-08 20:49:57,1,7.0
2013-04-08 21:01:01,1,46.0
2013-04-08 21:50:45,1,59.0
2013-04-08 22:58:05,1,2.0
2013-04-08 23:08:48,1,16.0
2013-04-09 00:34:27,1,3.0
2013-04-09 00:41:59,1,2.0
2013-04-09 00:52:52,1,12.0
2013-04-09 01:05:59,1,9.0
2013-04-09 01:18:54,1,9.0
2013-04-09 01:32:09,1,15.0
2013-04-09 01:51:07,1,2.0
2013-04-09 01:57:19,1,8.0
2013-04-09 02:14:35,1,15.0
2013-04-09 02:42:04,1,35.0
2013-04-09 03:18:23,1,21.0
2013-04-09 03:44:04,1,21.0
2013-04-09 04:42:30,1,37.0
2013-04-09 04:50:01,1,37.0
2013-04-09 17:41:17,1,3.0
2013-04-09 17:57:21,1,2.0
2013-04-09 18:03:22,1,3.0
2013-04-09 18:14:35,1,1.0
2013-04-09 18:20:17,1,1.0
2013-04-09 18:21:27,1,13.0
2013-04-09 18:35:35,1,3.0
2013-04-09 18:55:29,1,6.0
2013-04-09 19:18:05,1,12.0
2013-04-09 19:42:13,1,5.0
2013-04-09 19:52:06,1,12.0
2013-04-09 20:08:03,1,114.0
2013-04-09 22:06:22,1,3.0
2013-04-09 22:14:15,1,34.0
2013-04-09 23:04:35,1,18.0
2013-04-09 23:27:45,1,3.0
2013-04-09 23:39:59,1,3.0
2013-04-09 23:50:21,1,32.0
2013-04-10 00:26:28,1,7.0
2013-04-10 00:54:26,1,1.0
2013-04-10 01:03:28,1,5.0
2013-04-10 01:21:02,1,1.0
2013-04-10 01:25:23,1,6.0
2013-04-10 01:39:27,1,5.0
2013-04-10 01:48:30,1,6.0
2013-04-10 01:58:34,1,13.0
2013-04-10 02:15:32,1,43.0
2013-04-10 02:59:22,1,10.0
2013-04-10 03:03:45,1,10.0
2013-04-10 03:14:41,1,4.0
2013-04-10 03:22:34,1,8.0
2013-04-10 03:30:58,1,16.0
2013-04-10 03:51:57,1,7.0
2013-04-10 04:04:12,1,8.0
2013-04-10 04:12:46,1,12.0
2013-04-10 04:28:43,1,33.0
2013-04-10 05:05:51,1,32.0
2013-04-10 05:42:18,1,1.0
2013-04-10 12:48:27,1,1.0
2013-04-10 12:53:38,1,41.0
2013-04-10 13:39:19,1,11.0
2013-04-10 14:07:27,1,31.0
2013-04-10 14:42:24,1,25.0
2013-04-10 15:07:57,1,1.0
2013-04-10 15:16:18,1,44.0
2013-04-10 16:04:41,1,21.0
2013-04-10 16:29:32,1,2.0
2013-04-10 18:40:43,1,13.0
2013-04-10 18:54:50,1,5.0
2013-04-10 19:08:44,1,30.0
2013-04-10 19:46:41,1,37.0
2013-04-10 20:27:51,1,75.0
2013-04-10 21:46:50,1,14.0
2013-04-10 22:16:50,1,38.0
2013-04-10 22:33:15,1,38.0
2013-04-10 22:56:09,1,11.0
2013-04-10 23:08:26,1,7.0
2013-04-10 23:16:10,1,8.0
2013-04-10 23:28:05,1,11.0
2013-04-10 23:44:01,1,8.0
2013-04-10 23:55:56,1,4.0
2013-04-11 00:04:09,1,11.0
2013-04-11 00:19:15,1,1.0
2013-04-11 00:24:26,1,4.0
2013-04-11 00:32:09,1,6.0
2013-04-11 00:43:13,1,35.0
2013-04-11 01:23:22,1,4.0
2013-04-11 01:55:59,1,10.0
2013-04-11 02:03:16,1,7.0
2013-04-11 02:07:25,1,7.0
2013-04-11 02:17:59,1,26.0
2013-04-11 02:48:03,1,61.0
2013-04-11 03:57:26,1,38.0
2013-04-11 04:36:07,1,2.0
2013-04-11 04:46:19,1,7.0
2013-04-11 05:49:13,1,1.0
2013-04-11 05:58:45,1,0.0
2013-04-11 05:59:46,1,1.0
2013-04-11 13:00:54,1,4.0
2013-04-11 13:42:23,1,1.0
2013-04-11 14:15:08,1,5.0
2013-04-11 14:27:52,1,43.0
2013-04-11 17:27:04,1,2.0
2013-04-11 18:01:19,1,10.0
2013-04-11 18:15:25,1,3.0
2013-04-11 18:22:37,1,39.0
2013-04-11 19:10:09,1,16.0
2013-04-11 19:58:52,1,8.0
2013-04-11 20:15:17,1,2.0
2013-04-11 20:21:18,1,3.0
2013-04-11 20:28:22,1,6.0
2013-04-11 20:50:38,1,20.0
2013-04-11 21:31:12,1,12.0
2013-04-11 22:03:31,1,6.0
2013-04-11 22:13:35,1,14.0
2013-04-11 22:31:42,1,100.0
2013-04-12 00:15:23,1,9.0
2013-04-12 00:32:39,1,12.0
2013-04-12 00:48:45,1,7.0
2013-04-12 00:59:39,1,13.0
2013-04-12 01:16:37,1,14.0
2013-04-12 01:35:04,1,13.0
2013-04-12 01:51:31,1,8.0
2013-04-12 02:03:56,1,23.0
2013-04-12 02:31:38,1,5.0
2013-04-12 02:44:19,1,2.0
2013-04-12 02:54:04,1,2.0
2013-04-12 03:00:06,1,5.0
2013-04-12 04:14:19,1,2.0
2013-04-12 04:41:50,1,35.0
2013-04-12 05:21:09,1,1.0
2013-04-12 05:26:50,1,6.0
2013-04-12 05:34:04,1,1.0
2013-04-12 05:39:46,1,35.0
2013-04-12 06:18:44,1,51.0
2013-04-12 12:50:44,1,62.0
2013-04-12 14:04:47,1,15.0
2013-04-12 14:24:35,1,1.0
2013-04-12 14:25:56,1,43.0
2013-04-12 15:17:19,1,78.0
2013-04-12 16:40:00,1,0.0
2013-04-12 16:41:00,1,22.0
2013-04-12 17:11:42,1,3.0
2013-04-12 17:23:06,1,2.0
2013-04-12 17:32:48,1,1.0
2013-04-12 17:41:39,1,11.0
2013-04-12 17:57:56,1,2.0
2013-04-12 18:04:48,1,7.0
2013-04-12 18:16:12,1,28.0
2013-04-12 18:55:48,1,5.0
2013-04-12 19:05:51,1,2.0
2013-04-12 19:11:33,1,3.0
2013-04-12 19:59:02,1,5.0
2013-04-12 20:08:55,1,45.0
2013-04-12 20:57:38,1,55.0
2013-04-12 22:29:27,1,1.0
2013-04-12 22:31:28,1,116.0
2013-04-13 00:31:58,1,6.0
2013-04-13 00:38:32,1,6.0
2013-04-13 00:45:05,1,1.0
2013-04-13 00:54:07,1,16.0
2013-04-13 01:30:08,1,3.0
2013-04-13 01:37:10,1,6.0
2013-04-13 01:47:24,1,30.0
2013-04-13 02:21:14,1,39.0
2013-04-13 03:00:29,1,10.0
2013-04-13 03:14:15,1,29.0
2013-04-13 03:47:10,1,20.0
2013-04-13 04:15:31,1,1.0
2013-04-13 04:45:17,1,3.0
2013-04-13 04:52:49,1,25.0
2013-04-13 05:33:24,1,1.0
2013-04-13 16:39:31,1,33.0
2013-04-13 17:16:27,1,51.0
2013-04-13 18:08:44,1,1.0
2013-04-13 18:10:35,1,1.0
2013-04-13 18:15:25,1,39.0
2013-04-13 18:58:36,1,46.0
2013-04-13 19:44:58,1,9.0
2013-04-13 20:05:54,1,0.0
2013-04-13 20:10:55,1,13.0
2013-04-13 20:36:33,1,35.0
2013-04-13 21:15:32,1,10.0
2013-04-13 21:25:48,1,1.0
2013-04-13 21:30:29,1,33.0
2013-04-13 22:07:36,1,5.0
2013-04-13 22:17:29,1,2.0
2013-04-13 22:20:01,1,11.0
2013-04-13 22:51:50,1,18.0
2013-04-13 22:54:36,1,18.0
2013-04-13 23:17:50,1,48.0
2013-04-14 00:09:45,1,7.0
2013-04-14 00:20:49,1,45.0
2013-04-14 01:09:32,1,8.0
2013-04-14 03:25:56,1,7.0
2013-04-14 03:34:20,1,11.0
2013-04-14 03:49:07,1,2.0
2013-04-14 04:07:00,1,3.0
2013-04-14 04:23:24,1,1.0
2013-04-14 04:32:56,1,6.0
2013-04-14 04:55:12,1,0.0
2013-04-14 05:16:36,1,2.0
2013-04-14 05:35:23,1,5.0
2013-04-14 05:52:57,1,40.0
2013-04-14 06:37:03,1,51.0
2013-04-14 07:32:00,1,16.0
2013-04-14 17:29:19,1,1.0
2013-04-14 17:41:51,1,46.0
2013-04-14 18:40:07,1,30.0
2013-04-14 19:14:22,1,12.0
2013-04-14 19:31:31,1,17.0
2013-04-14 19:52:15,1,1.0
2013-04-14 19:57:06,1,36.0
2013-04-14 20:37:36,1,7.0
2013-04-14 20:49:20,1,3.0
2013-04-14 20:53:32,1,3.0
2013-04-14 21:12:46,1,4.0
2013-04-14 21:57:47,1,4.0
2013-04-14 22:10:31,1,0.0
2013-04-14 23:14:15,1,6.0
2013-04-14 23:47:36,1,6.0
2013-04-15 00:05:51,1,1.0
2013-04-15 00:11:53,1,9.0
2013-04-15 01:09:37,1,6.0
2013-04-15 01:27:52,1,5.0
2013-04-15 02:04:39,1,4.0
2013-04-15 02:12:41,1,3.0
2013-04-15 02:20:54,1,27.0
2013-04-15 02:51:38,1,16.0
2013-04-15 03:19:48,1,16.0
2013-04-15 03:39:57,1,6.0
2013-04-15 03:50:51,1,10.0
2013-04-15 04:05:47,1,13.0
2013-04-15 04:22:44,1,29.0
2013-04-15 06:48:47,1,7.0
2013-04-15 07:00:21,1,1.0
2013-04-15 15:09:50,1,9.0
2013-04-15 15:22:35,1,30.0
2013-04-15 15:56:52,1,54.0
2013-04-15 16:55:51,1,2.0
2013-04-15 17:02:03,1,2.0
2013-04-15 17:08:04,1,26.0
2013-04-15 17:37:58,1,25.0
2013-04-15 18:10:52,1,23.0
2013-04-15 18:38:14,1,11.0
2013-04-15 18:53:20,1,3.0
2013-04-15 18:59:52,1,6.0
2013-04-15 19:18:17,1,9.0
2013-04-15 19:32:23,1,1.0
2013-04-15 19:37:45,1,25.0
2013-04-15 20:23:01,1,13.0
2013-04-15 20:41:08,1,1.0
2013-04-15 20:51:01,1,3.0
2013-04-15 21:01:53,1,11.0
2013-04-15 21:13:59,1,6.0
2013-04-15 21:24:13,1,13.0
2013-04-15 21:41:50,1,13.0
2013-04-15 21:56:17,1,5.0
2013-04-15 22:05:10,1,2.0
2013-04-15 22:11:02,1,14.0
2013-04-15 22:33:20,1,1.0
2013-04-15 22:42:22,1,1.0
